Time/s,Azimuth/deg,Zenith/deg
383443,34.082,60.94
383444,36.708,60.605
383445,27.922,61.546
383446,30.287,61.27
383447,32.767,60.985
383448,35.381,60.688
383449,26.627,61.515
383450,28.984,61.277
383451,31.453,61.03
383452,34.052,60.771
383453,25.333,61.484
383454,27.681,61.284
383455,30.137,61.075
383456,32.721,60.854
383457,24.041,61.454
383458,26.378,61.291
383459,28.821,61.12
383460,31.388,60.938
383461,22.75,61.423
383462,25.076,61.298
383463,27.504,61.165
383464,30.053,61.021
383465,21.462,61.391
383466,23.774,61.304
383467,26.187,61.209
383468,28.716,61.104
383469,20.175,61.36
383470,22.474,61.311
383471,24.869,61.254
383472,27.377,61.188
383473,18.89,61.329
383474,21.173,61.318
383475,23.55,61.299
383476,26.036,61.271
383477,17.607,61.298
383478,19.874,61.325
383479,22.231,61.344
383480,24.694,61.354
383481,16.325,61.267
383482,18.574,61.331
383483,20.911,61.389
383484,23.349,61.437
383485,15.046,61.235
383486,17.276,61.338
383487,19.591,61.434
383488,22.003,61.52
383489,13.768,61.204
383490,15.978,61.345
383491,18.269,61.478
383492,20.655,61.603
383493,12.491,61.174
383494,14.68,61.352
383495,16.948,61.523
383496,19.306,61.686
383497,11.217,61.143
383498,13.383,61.358
383499,15.625,61.568
383500,17.955,61.768
383501,9.9439,61.112
383502,12.087,61.365
383503,14.302,61.612
383504,16.602,61.85
383505,8.6727,61.082
383506,10.791,61.372
383507,12.979,61.656
383508,15.247,61.932
383509,7.4031,61.052
383510,9.4955,61.379
383511,11.655,61.701
383512,13.891,62.013
383513,6.1352,61.022
383514,8.2006,61.386
383515,10.33,61.745
383516,12.533,62.095
383517,4.8688,60.992
383518,6.9062,61.394
383519,9.0049,61.789
383520,11.174,62.175
383521,3.6041,60.963
383522,5.6124,61.401
383523,7.6792,61.833
383524,9.8129,62.256
383525,2.341,60.934
383526,4.319,61.408
383527,6.3529,61.876
383528,8.4505,62.336
383529,1.0794,60.905
383530,3.0261,61.416
383531,5.0261,61.92
383532,7.0867,62.415
383533,359.82,60.877
383534,1.7338,61.424
383535,3.6987,61.963
383536,5.7214,62.494
383537,358.56,60.85
383538,0.44182,61.431
383539,2.3709,62.006
383540,4.3547,62.572
383541,357.3,60.822
383542,359.15,61.439
383543,1.0425,62.049
383544,2.9867,62.65
383545,356.05,60.796
383546,357.86,61.448
383547,359.71,62.092
383548,1.6173,62.727
383549,354.79,60.77
383550,356.57,61.456
383551,358.38,62.135
383552,0.24659,62.804
383553,353.54,60.744
383554,355.28,61.464
383555,357.05,62.177
383556,358.87,62.88
383557,352.29,60.719
383558,353.99,61.473
383559,355.72,62.219
383560,357.5,62.956
383561,351.04,60.695
383562,352.7,61.482
383563,354.39,62.261
383564,356.13,63.03
383565,349.79,60.671
383566,351.41,61.491
383567,353.06,62.303
383568,354.75,63.104
383569,348.55,60.648
383570,350.12,61.5
383571,351.73,62.344
383572,353.37,63.178
383573,347.3,60.625
383574,348.83,61.51
383575,350.4,62.385
383576,352,63.25
383577,346.05,60.604
383578,347.55,61.52
383579,349.07,62.426
383580,350.62,63.322
383581,344.81,60.583
383582,346.26,61.53
383583,347.73,62.467
383584,349.24,63.393
383585,343.57,60.562
383586,344.97,61.54
383587,346.4,62.507
383588,347.86,63.463
383589,342.33,60.543
383590,343.69,61.55
383591,345.07,62.547
383592,346.48,63.532
383593,341.09,60.524
383594,342.4,61.561
383595,343.73,62.587
383596,345.09,63.601
383597,339.85,60.507
383598,341.11,61.572
383599,342.4,62.627
383600,343.71,63.668
383601,338.61,60.49
383602,339.83,61.584
383603,341.06,62.666
383604,342.33,63.735
383605,337.38,60.474
383606,338.54,61.595
383607,339.73,62.705
383608,340.94,63.801
383609,336.14,60.459
383610,337.26,61.607
383611,338.39,62.743
383612,339.56,63.865
383613,334.9,60.444
383614,335.97,61.619
383615,337.06,62.781
383616,338.17,63.929
383617,333.67,60.431
383618,334.69,61.632
383619,335.72,62.819
383620,336.78,63.992
383621,332.44,60.419
383622,333.4,61.645
383623,334.39,62.857
383624,335.39,64.054
383625,331.21,60.408
383626,332.12,61.658
383627,333.05,62.894
383628,334.01,64.114
383629,329.97,60.397
383630,330.83,61.671
383631,331.71,62.931
383632,332.62,64.174
383633,328.74,60.388
383634,329.55,61.685
383635,330.38,62.967
383636,331.23,64.233
383637,327.51,60.38
383638,328.27,61.699
383639,329.04,63.003
383640,329.84,64.29
383641,326.29,60.373
383642,326.98,61.714
383643,327.7,63.039
383644,328.45,64.347
383645,325.06,60.367
383646,325.7,61.728
383647,326.37,63.074
383648,327.06,64.402
383649,323.83,60.362
383650,324.42,61.744
383651,325.03,63.109
383652,325.66,64.456
383653,322.6,60.358
383654,323.13,61.759
383655,323.69,63.143
383656,324.27,64.509
383657,321.37,60.356
383658,321.85,61.775
383659,322.35,63.177
383660,322.88,64.561
383661,320.15,60.354
383662,320.57,61.791
383663,321.02,63.211
383664,321.49,64.612
383665,318.92,60.354
383666,319.29,61.808
383667,319.68,63.244
383668,320.1,64.662
383669,317.7,60.355
383670,318,61.825
383671,318.34,63.277
383672,318.7,64.71
383673,316.47,60.357
383674,316.72,61.843
383675,317,63.31
383676,317.31,64.757
383677,315.25,60.36
383678,315.44,61.86
383679,315.66,63.342
383680,315.92,64.803
383681,314.02,60.364
383682,314.16,61.879
383683,314.33,63.374
383684,314.53,64.848
383685,312.8,60.37
383686,312.87,61.897
383687,312.99,63.405
383688,313.13,64.892
383689,311.57,60.377
383690,311.59,61.916
383691,311.65,63.436
383692,311.74,64.934
383693,310.35,60.385
383694,310.31,61.936
383695,310.31,63.466
383696,310.35,64.975
383697,309.12,60.394
383698,309.03,61.956
383699,308.97,63.496
383700,308.96,65.015
383701,307.9,60.405
383702,307.74,61.976
383703,307.63,63.526
383704,307.56,65.054
383705,306.68,60.417
383706,306.46,61.996
383707,306.3,63.555
383708,306.17,65.091
383709,305.45,60.43
383710,305.18,62.017
383711,304.96,63.583
383712,304.78,65.127
383713,304.23,60.444
383714,303.9,62.039
383715,303.62,63.612
383716,303.39,65.162
383717,303,60.46
383718,302.61,62.061
383719,302.28,63.639
383720,302,65.195
383721,301.78,60.477
383722,301.33,62.083
383723,300.94,63.667
383724,300.61,65.228
383725,300.55,60.495
383726,300.05,62.106
383727,299.6,63.694
383728,299.22,65.259
383729,299.33,60.515
383730,298.76,62.129
383731,298.27,63.72
383732,297.83,65.288
383733,298.1,60.536
383734,297.48,62.152
383735,296.93,63.746
383736,296.44,65.317
383737,296.87,60.558
383738,296.2,62.176
383739,295.59,63.772
383740,295.05,65.344
383741,295.65,60.582
383742,294.91,62.201
383743,294.25,63.797
383744,293.66,65.37
383745,294.42,60.606
383746,293.63,62.225
383747,292.92,63.821
383748,292.27,65.394
383749,293.19,60.633
383750,292.35,62.251
383751,291.58,63.846
383752,290.88,65.418
383753,291.96,60.66
383754,291.06,62.276
383755,290.24,63.87
383756,289.49,65.44
383757,290.73,60.689
383758,289.78,62.302
383759,288.9,63.893
383760,288.11,65.46
383761,289.5,60.719
383762,288.49,62.329
383763,287.57,63.916
383764,286.72,65.48
383765,288.27,60.75
383766,287.21,62.356
383767,286.23,63.938
383768,285.34,65.498
383769,287.04,60.782
383770,285.92,62.383
383771,284.9,63.96
383772,283.95,65.515
383773,285.81,60.816
383774,284.64,62.411
383775,283.56,63.982
383776,282.57,65.531
383777,284.58,60.851
383778,283.35,62.439
383779,282.22,64.003
383780,281.19,65.545
383781,283.34,60.888
383782,282.06,62.467
383783,280.89,64.024
383784,279.8,65.558
383785,282.11,60.925
383786,280.78,62.496
383787,279.55,64.044
383788,278.42,65.57
383789,280.87,60.964
383790,279.49,62.525
383791,278.22,64.064
383792,277.04,65.581
383793,279.63,61.004
383794,278.2,62.555
383795,276.88,64.084
383796,275.66,65.59
383797,278.39,61.046
383798,276.92,62.585
383799,275.55,64.103
383800,274.28,65.598
383801,277.16,61.088
383802,275.63,62.616
383803,274.22,64.121
383804,272.91,65.605
383805,275.91,61.132
383806,274.34,62.646
383807,272.88,64.14
383808,271.53,65.611
383809,274.67,61.177
383810,273.05,62.678
383811,271.55,64.157
383812,270.16,65.616
383813,273.43,61.223
383814,271.76,62.709
383815,270.22,64.175
383816,268.78,65.619
383817,272.18,61.271
383818,270.47,62.741
383819,268.88,64.192
383820,267.41,65.622
383821,270.94,61.319
383822,269.18,62.774
383823,267.55,64.208
383824,266.04,65.623
383825,269.69,61.369
383826,267.89,62.807
383827,266.22,64.225
383828,264.67,65.623
383829,268.44,61.419
383830,266.6,62.84
383831,264.89,64.241
383832,263.3,65.622
383833,267.19,61.471
383834,265.31,62.873
383835,263.56,64.256
383836,261.93,65.619
383837,265.94,61.524
383838,264.01,62.907
383839,262.23,64.271
383840,260.56,65.616
383841,264.69,61.578
383842,262.72,62.941
383843,260.9,64.286
383844,259.19,65.612
383845,263.43,61.633
383846,261.43,62.976
383847,259.57,64.3
383848,257.83,65.606
383849,262.18,61.69
383850,260.14,63.011
383851,258.24,64.314
383852,256.47,65.6
383853,260.92,61.747
383854,258.84,63.046
383855,256.91,64.328
383856,255.1,65.592
383857,259.66,61.805
383858,257.55,63.081
383859,255.58,64.341
383860,253.74,65.583
383861,258.4,61.864
383862,256.25,63.117
383863,254.25,64.354
383864,252.38,65.574
383865,257.14,61.924
383866,254.96,63.153
383867,252.93,64.366
383868,251.03,65.563
383869,255.87,61.985
383870,253.66,63.19
383871,251.6,64.379
383872,249.67,65.552
383873,254.61,62.047
383874,252.36,63.227
383875,250.27,64.391
383876,248.31,65.539
383877,253.34,62.11
383878,251.06,63.264
383879,248.95,64.402
383880,246.96,65.526
383881,252.07,62.174
383882,249.77,63.301
383883,247.62,64.413
383884,245.61,65.512
383885,250.8,62.239
383886,248.47,63.339
383887,246.3,64.424
383888,244.26,65.496
383889,249.52,62.304
383890,247.17,63.376
383891,244.97,64.435
383892,242.91,65.48
383893,248.25,62.371
383894,245.87,63.415
383895,243.65,64.446
383896,241.56,65.464
383897,246.97,62.438
383898,244.57,63.453
383899,242.32,64.456
383900,240.22,65.446
383901,245.69,62.506
383902,243.27,63.492
383903,241,64.466
383904,238.87,65.427
383905,244.41,62.574
383906,241.97,63.531
383907,239.68,64.475
383908,237.53,65.408
383909,243.13,62.644
383910,240.66,63.57
383911,238.36,64.484
383912,236.19,65.388
383913,241.84,62.714
383914,239.36,63.609
383915,237.04,64.493
383916,234.85,65.367
383917,240.55,62.785
383918,238.06,63.649
383919,235.72,64.502
383920,233.51,65.346
383921,239.27,62.856
383922,236.75,63.688
383923,234.4,64.511
383924,232.17,65.324
383925,237.97,62.928
383926,235.45,63.728
383927,233.08,64.519
383928,230.84,65.301
383929,236.68,63
383930,234.14,63.768
383931,231.76,64.527
383932,229.51,65.278
383933,235.39,63.073
383934,232.84,63.809
383935,230.44,64.535
383936,228.17,65.254
383937,234.09,63.147
383938,231.53,63.849
383939,229.12,64.543
383940,226.85,65.229
383941,232.79,63.221
383942,230.22,63.89
383943,227.8,64.551
383944,225.52,65.204
383945,231.49,63.296
383946,228.91,63.931
383947,226.49,64.558
383948,224.19,65.178
383949,230.19,63.371
383950,227.61,63.972
383951,225.17,64.565
383952,222.87,65.152
383953,228.88,63.446
383954,226.3,64.013
383955,223.86,64.572
383956,221.54,65.125
383957,227.58,63.522
383958,224.99,64.054
383959,222.54,64.579
383960,220.22,65.098
383961,226.27,63.598
383962,223.67,64.095
383963,221.23,64.586
383964,218.9,65.071
383965,224.96,63.675
383966,222.36,64.137
383967,219.91,64.592
383968,217.59,65.043
383969,223.64,63.752
383970,221.05,64.178
383971,218.6,64.599
383972,216.27,65.015
383973,222.33,63.829
383974,219.74,64.22
383975,217.29,64.605
383976,214.96,64.986
383977,221.01,63.906
383978,218.43,64.261
383979,215.98,64.611
383980,213.64,64.957
383981,219.69,63.984
383982,217.11,64.303
383983,214.66,64.618
383984,212.33,64.928
383985,218.37,64.062
383986,215.8,64.345
383987,213.35,64.624
383988,211.02,64.899
383989,217.05,64.14
383990,214.48,64.387
383991,212.04,64.63
383992,209.72,64.869
383993,215.73,64.218
383994,213.17,64.429
383995,210.73,64.636
383996,208.41,64.839
383997,214.4,64.296
383998,211.85,64.471
383999,209.43,64.641
384000,207.11,64.809
384001,213.07,64.374
384002,210.53,64.513
384003,208.12,64.647
384004,205.81,64.779
384005,211.74,64.452
384006,209.21,64.554
384007,206.81,64.653
384008,204.51,64.749
384009,210.41,64.531
384010,207.9,64.596
384011,205.5,64.659
384012,203.21,64.718
384013,209.07,64.609
384014,206.58,64.638
384015,204.2,64.664
384016,201.91,64.688
384017,207.74,64.687
384018,205.26,64.68
384019,202.89,64.67
384020,200.62,64.658
384021,206.4,64.765
384022,203.94,64.722
384023,201.58,64.676
384024,199.32,64.627
384025,205.06,64.843
384026,202.62,64.764
384027,200.28,64.682
384028,198.03,64.597
384029,203.72,64.921
384030,201.29,64.806
384031,198.97,64.687
384032,196.74,64.567
384033,202.37,64.999
384034,199.97,64.848
384035,197.67,64.693
384036,195.46,64.536
384037,201.03,65.076
384038,198.65,64.889
384039,196.37,64.699
384040,194.17,64.506
384041,199.68,65.154
384042,197.33,64.931
384043,195.06,64.705
384044,192.89,64.476
384045,198.33,65.231
384046,196,64.972
384047,193.76,64.71
384048,191.6,64.447
384049,196.98,65.308
384050,194.68,65.014
384051,192.46,64.716
384052,190.32,64.417
384053,195.63,65.384
384054,193.35,65.055
384055,191.16,64.722
384056,189.04,64.388
384057,194.28,65.46
384058,192.03,65.096
384059,189.86,64.729
384060,187.76,64.359
384061,192.92,65.536
384062,190.7,65.137
384063,188.56,64.735
384064,186.49,64.33
384065,191.56,65.612
384066,189.37,65.178
384067,187.26,64.741
384068,185.21,64.302
384069,190.21,65.687
384070,188.05,65.219
384071,185.96,64.748
384072,183.94,64.274
384073,188.85,65.761
384074,186.72,65.26
384075,184.66,64.754
384076,182.67,64.246
384077,187.48,65.835
384078,185.39,65.3
384079,183.36,64.761
384080,181.4,64.219
384081,186.12,65.909
384082,184.06,65.34
384083,182.07,64.768
384084,180.13,64.192
384085,184.76,65.982
384086,182.73,65.381
384087,180.77,64.775
384088,178.86,64.165
384089,183.39,66.054
384090,181.4,65.421
384091,179.47,64.782
384092,177.6,64.14
384093,182.02,66.126
384094,180.07,65.46
384095,178.18,64.789
384096,176.34,64.114
384097,180.65,66.198
384098,178.74,65.5
384099,176.88,64.797
384100,175.07,64.089
384101,179.28,66.268
384102,177.41,65.539
384103,175.59,64.804
384104,173.81,64.065
384105,177.91,66.338
384106,176.08,65.578
384107,174.29,64.812
384108,172.55,64.042
384109,176.54,66.408
384110,174.74,65.617
384111,173,64.82
384112,171.29,64.019
384113,175.17,66.477
384114,173.41,65.656
384115,171.7,64.828
384116,170.04,63.996
384117,173.79,66.545
384118,172.08,65.694
384119,170.41,64.837
384120,168.78,63.974
384121,172.41,66.612
384122,170.74,65.732
384123,169.12,64.846
384124,167.53,63.953
384125,171.04,66.678
384126,169.41,65.77
384127,167.82,64.855
384128,166.28,63.933
384129,169.66,66.744
384130,168.08,65.808
384131,166.53,64.864
384132,165.02,63.914
384133,168.28,66.809
384134,166.74,65.845
384135,165.24,64.873
384136,163.77,63.895
384137,166.9,66.873
384138,165.41,65.882
384139,163.95,64.883
384140,162.52,63.877
384141,165.52,66.936
384142,164.07,65.919
384143,162.66,64.893
384144,161.28,63.86
384145,164.13,66.999
384146,162.73,65.955
384147,161.37,64.903
384148,160.03,63.843
384149,162.75,67.06
384150,161.4,65.992
384151,160.08,64.914
384152,158.78,63.828
384153,161.37,67.121
384154,160.06,66.027
384155,158.79,64.924
384156,157.54,63.813
384157,159.98,67.18
384158,158.72,66.063
384159,157.5,64.936
384160,156.3,63.8
384161,158.6,67.239
384162,157.39,66.098
384163,156.21,64.947
384164,155.05,63.787
384165,157.21,67.297
384166,156.05,66.133
384167,154.92,64.959
384168,153.81,63.775
384169,155.82,67.353
384170,154.71,66.168
384171,153.63,64.971
384172,152.57,63.764
384173,154.43,67.409
384174,153.37,66.202
384175,152.34,64.983
384176,151.33,63.754
384177,153.04,67.464
384178,152.03,66.236
384179,151.05,64.996
384180,150.09,63.745
384181,151.66,67.518
384182,150.7,66.269
384183,149.76,65.009
384184,148.85,63.737
384185,150.27,67.57
384186,149.36,66.302
384187,148.47,65.022
384188,147.62,63.731
384189,148.87,67.622
384190,148.02,66.335
384191,147.19,65.036
384192,146.38,63.725
384193,147.48,67.672
384194,146.68,66.367
384195,145.9,65.05
384196,145.14,63.72
384197,146.09,67.722
384198,145.34,66.4
384199,144.61,65.064
384200,143.91,63.716
384201,144.7,67.77
384202,144,66.431
384203,143.32,65.079
384204,142.67,63.714
384205,143.31,67.817
384206,142.66,66.462
384207,142.04,65.094
384208,141.44,63.712
384209,141.92,67.864
384210,141.32,66.493
384211,140.75,65.109
384212,140.21,63.712
384213,140.52,67.909
384214,139.98,66.524
384215,139.46,65.125
384216,138.97,63.713
384217,139.13,67.952
384218,138.64,66.554
384219,138.18,65.141
384220,137.74,63.715
384221,137.74,67.995
384222,137.3,66.584
384223,136.89,65.158
384224,136.51,63.718
384225,136.34,68.037
384226,135.96,66.613
384227,135.6,65.175
384228,135.28,63.722
384229,134.95,68.077
384230,134.62,66.642
384231,134.32,65.192
384232,134.04,63.727
384233,133.55,68.116
384234,133.28,66.671
384235,133.03,65.21
384236,132.81,63.734
384237,132.16,68.154
384238,131.94,66.699
384239,131.74,65.228
384240,131.58,63.742
384241,130.77,68.191
384242,130.6,66.726
384243,130.46,65.246
384244,130.35,63.751
384245,129.37,68.227
384246,129.25,66.754
384247,129.17,65.265
384248,129.12,63.761
384249,127.98,68.261
384250,127.91,66.781
384251,127.88,65.284
384252,127.89,63.773
384253,126.59,68.294
384254,126.57,66.807
384255,126.6,65.304
384256,126.66,63.785
384257,125.19,68.326
384258,125.23,66.833
384259,125.31,65.324
384260,125.43,63.799
384261,123.8,68.357
384262,123.89,66.859
384263,124.02,65.344
384264,124.2,63.814
384265,122.4,68.386
384266,122.55,66.884
384267,122.74,65.365
384268,122.97,63.831
384269,121.01,68.415
384270,121.21,66.909
384271,121.45,65.386
384272,121.74,63.848
384273,119.62,68.442
384274,119.87,66.933
384275,120.16,65.408
384276,120.51,63.867
384277,118.23,68.468
384278,118.53,66.957
384279,118.88,65.43
384280,119.28,63.887
384281,116.83,68.492
384282,117.19,66.981
384283,117.59,65.453
384284,118.04,63.909
384285,115.44,68.516
384286,115.85,67.004
384287,116.3,65.475
384288,116.81,63.931
384289,114.05,68.538
384290,114.51,67.027
384291,115.02,65.499
384292,115.58,63.955
384293,112.66,68.559
384294,113.17,67.049
384295,113.73,65.522
384296,114.35,63.98
384297,111.27,68.578
384298,111.83,67.071
384299,112.44,65.546
384300,113.12,64.007
384301,109.88,68.597
384302,110.49,67.092
384303,111.15,65.571
384304,111.88,64.034
384305,108.49,68.614
384306,109.15,67.113
384307,109.87,65.596
384308,110.65,64.063
384309,107.1,68.63
384310,107.81,67.134
384311,108.58,65.621
384312,109.41,64.093
384313,105.71,68.645
384314,106.47,67.154
384315,107.29,65.647
384316,108.18,64.125
384317,104.32,68.659
384318,105.13,67.174
384319,106,65.673
384320,106.94,64.157
384321,102.94,68.671
384322,103.79,67.193
384323,104.71,65.699
384324,105.71,64.191
384325,101.55,68.682
384326,102.45,67.212
384327,103.42,65.726
384328,104.47,64.226
384329,100.17,68.692
384330,101.11,67.231
384331,102.13,65.753
384332,103.23,64.262
384333,98.782,68.701
384334,99.777,67.249
384335,100.84,65.781
384336,101.99,64.299
384337,97.398,68.709
384338,98.439,67.267
384339,99.555,65.809
384340,100.75,64.338
384341,96.015,68.715
384342,97.101,67.284
384343,98.264,65.838
384344,99.514,64.378
384345,94.633,68.721
384346,95.764,67.301
384347,96.974,65.866
384348,98.272,64.419
384349,93.252,68.725
384350,94.427,67.317
384351,95.683,65.896
384352,97.03,64.461
384353,91.872,68.728
384354,93.09,67.334
384355,94.392,65.925
384356,95.786,64.504
384357,90.492,68.73
384358,91.754,67.349
384359,93.1,65.955
384360,94.542,64.548
384361,89.114,68.731
384362,90.418,67.365
384363,91.808,65.985
384364,93.296,64.594
384365,87.737,68.731
384366,89.082,67.38
384367,90.516,66.016
384368,92.05,64.64
384369,86.361,68.729
384370,87.746,67.394
384371,89.223,66.047
384372,90.802,64.688
384373,84.986,68.727
384374,86.411,67.409
384375,87.93,66.078
384376,89.553,64.737
384377,83.612,68.723
384378,85.077,67.423
384379,86.636,66.11
384380,88.302,64.787
384381,82.239,68.719
384382,83.742,67.436
384383,85.342,66.142
384384,87.051,64.838
384385,80.867,68.713
384386,82.409,67.449
384387,84.048,66.174
384388,85.798,64.89
384389,79.497,68.707
384390,81.075,67.462
384391,82.753,66.207
384392,84.543,64.942
384393,78.127,68.699
384394,79.742,67.475
384395,81.458,66.24
384396,83.287,64.996
384397,76.759,68.69
384398,78.409,67.487
384399,80.162,66.273
384400,82.03,65.051
384401,75.393,68.681
384402,77.077,67.499
384403,78.865,66.307
384404,80.772,65.107
384405,74.027,68.67
384406,75.745,67.51
384407,77.569,66.341
384408,79.512,65.164
384409,72.663,68.659
384410,74.414,67.521
384411,76.271,66.375
384412,78.25,65.222
384413,71.3,68.647
384414,73.083,67.532
384415,74.974,66.41
384416,76.987,65.281
384417,69.939,68.633
384418,71.753,67.543
384419,73.675,66.445
384420,75.722,65.34
384421,68.579,68.619
384422,70.423,67.553
384423,72.376,66.48
384424,74.456,65.401
384425,67.22,68.604
384426,69.093,67.563
384427,71.077,66.515
384428,73.188,65.462
384429,65.863,68.588
384430,67.764,67.573
384431,69.777,66.551
384432,71.918,65.524
384433,64.507,68.572
384434,66.435,67.582
384435,68.477,66.587
384436,70.647,65.587
384437,63.153,68.554
384438,65.107,67.591
384439,67.176,66.623
384440,69.374,65.65
384441,61.8,68.536
384442,63.78,67.6
384443,65.874,66.659
384444,68.099,65.715
384445,60.448,68.517
384446,62.453,67.609
384447,64.572,66.696
384448,66.822,65.78
384449,59.099,68.497
384450,61.126,67.617
384451,63.269,66.733
384452,65.544,65.846
384453,57.75,68.477
384454,59.8,67.625
384455,61.966,66.77
384456,64.264,65.912
384457,56.404,68.455
384458,58.475,67.633
384459,60.662,66.808
384460,62.982,65.98
384461,55.058,68.434
384462,57.15,67.641
384463,59.358,66.845
384464,61.699,66.047
384465,53.715,68.411
384466,55.826,67.648
384467,58.053,66.883
384468,60.413,66.116
384469,52.373,68.388
384470,54.502,67.656
384471,56.747,66.921
384472,59.126,66.185
384473,51.032,68.364
384474,53.178,67.663
384475,55.441,66.959
384476,57.837,66.254
384477,49.693,68.34
384478,51.856,67.669
384479,54.134,66.997
384480,56.546,66.324
384481,48.356,68.315
384482,50.533,67.676
384483,52.826,67.036
384484,55.253,66.395
384485,47.021,68.29
384486,49.212,67.683
384487,51.518,67.074
384488,53.958,66.466
384489,45.687,68.264
384490,47.891,67.689
384491,50.21,67.113
384492,52.661,66.538
384493,44.355,68.238
384494,46.57,67.695
384495,48.9,67.152
384496,51.363,66.61
384497,43.024,68.211
384498,45.25,67.701
384499,47.59,67.191
384500,50.062,66.682
384501,41.695,68.184
384502,43.931,67.707
384503,46.28,67.23
384504,48.76,66.755
384505,40.368,68.157
384506,42.612,67.713
384507,44.968,67.269
384508,47.456,66.828
384509,39.042,68.129
384510,41.294,67.718
384511,43.657,67.309
384512,46.149,66.901
384513,37.719,68.1
384514,39.976,67.724
384515,42.344,67.348
384516,44.841,66.975
384517,36.397,68.072
384518,38.659,67.729
384519,41.031,67.388
384520,43.531,67.049
384521,35.076,68.043
384522,37.342,67.734
384523,39.717,67.427
384524,42.219,67.123
384525,33.757,68.014
384526,36.026,67.74
384527,38.403,67.467
384528,40.905,67.197
384529,32.441,67.985
384530,34.711,67.745
384531,37.088,67.507
384532,39.589,67.272
384533,31.125,67.955
384534,33.396,67.75
384535,35.772,67.547
384536,38.271,67.346
384537,29.812,67.926
384538,32.082,67.755
384539,34.456,67.586
384540,36.951,67.421
384541,28.5,67.896
384542,30.768,67.76
384543,33.139,67.626
384544,35.63,67.496
384545,27.19,67.866
384546,29.455,67.765
384547,31.822,67.666
384548,34.306,67.571
384549,25.881,67.836
384550,28.143,67.769
384551,30.504,67.706
384552,32.981,67.646
384553,24.575,67.806
384554,26.831,67.774
384555,29.185,67.746
384556,31.653,67.721
384557,23.27,67.776
384558,25.519,67.779
384559,27.866,67.786
384560,30.324,67.796
384561,21.967,67.745
384562,24.209,67.784
384563,26.546,67.826
384564,28.993,67.871
384565,20.665,67.715
384566,22.898,67.789
384567,25.225,67.866
384568,27.66,67.945
384569,19.365,67.685
384570,21.589,67.794
384571,23.904,67.905
384572,26.325,68.02
384573,18.067,67.655
384574,20.28,67.799
384575,22.582,67.945
384576,24.989,68.095
384577,16.771,67.625
384578,18.971,67.803
384579,21.26,67.985
384580,23.65,68.169
384581,15.476,67.596
384582,17.663,67.808
384583,19.936,68.024
384584,22.31,68.243
384585,14.183,67.566
384586,16.356,67.813
384587,18.613,68.064
384588,20.968,68.317
384589,12.892,67.537
384590,15.049,67.819
384591,17.289,68.103
384592,19.625,68.391
384593,11.602,67.508
384594,13.742,67.824
384595,15.964,68.143
384596,18.279,68.464
384597,10.314,67.479
384598,12.437,67.829
384599,14.639,68.182
384600,16.932,68.538
384601,9.0272,67.45
384602,11.131,67.834
384603,13.313,68.221
384604,15.583,68.61
384605,7.7423,67.422
384606,9.8267,67.84
384607,11.986,68.26
384608,14.232,68.683
384609,6.4591,67.394
384610,8.5225,67.845
384611,10.659,68.299
384612,12.88,68.755
384613,5.1774,67.366
384614,7.2189,67.851
384615,9.3314,68.338
384616,11.526,68.827
384617,3.8973,67.339
384618,5.9157,67.857
384619,8.0032,68.377
384620,10.171,68.898
384621,2.6188,67.312
384622,4.6131,67.863
384623,6.6745,68.415
384624,8.8138,68.969
384625,1.3419,67.286
384626,3.3109,67.869
384627,5.3453,68.453
384628,7.4552,69.039
384629,0.066428,67.26
384630,2.0093,67.875
384631,4.0155,68.492
384632,6.095,69.109
384633,358.79,67.235
384634,0.70811,67.881
384635,2.6852,68.53
384636,4.7334,69.178
384637,357.52,67.21
384638,359.41,67.888
384639,1.3544,68.567
384640,3.3702,69.247
384641,356.25,67.185
384642,358.11,67.895
384643,0.023107,68.605
384644,2.0056,69.315
384645,354.98,67.162
384646,356.81,67.902
384647,358.69,68.642
384648,0.63964,69.382
384649,353.71,67.138
384650,355.51,67.909
384651,357.36,68.679
384652,359.27,69.449
384653,352.44,67.116
384654,354.21,67.916
384655,356.03,68.716
384656,357.9,69.515
384657,351.18,67.094
384658,352.91,67.924
384659,354.69,68.753
384660,356.53,69.581
384661,349.92,67.073
384662,351.61,67.931
384663,353.36,68.79
384664,355.16,69.646
384665,348.65,67.052
384666,350.32,67.939
384667,352.03,68.826
384668,353.79,69.71
384669,347.39,67.032
384670,349.02,67.948
384671,350.69,68.862
384672,352.42,69.773
384673,346.13,67.013
384674,347.72,67.956
384675,349.36,68.898
384676,351.04,69.836
384677,344.87,66.995
384678,346.43,67.965
384679,348.02,68.933
384680,349.66,69.898
384681,343.62,66.977
384682,345.13,67.974
384683,346.68,68.968
384684,348.29,69.959
384685,342.36,66.961
384686,343.83,67.983
384687,345.35,69.003
384688,346.91,70.019
384689,341.1,66.945
384690,342.54,67.993
384691,344.01,69.038
384692,345.53,70.078
384693,339.85,66.93
384694,341.24,68.003
384695,342.67,69.072
384696,344.15,70.137
384697,338.6,66.915
384698,339.95,68.013
384699,341.34,69.106
384700,342.77,70.194
384701,337.35,66.902
384702,338.66,68.023
384703,340,69.14
384704,341.38,70.251
384705,336.1,66.89
384706,337.36,68.034
384707,338.66,69.173
384708,340,70.307
384709,334.85,66.878
